TrackName,TrackPopularity,TrackAlbumReleaseDate,PlaylistGenre,PlaylistSubGenre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
W.A.N.T.S,54,28/6/2019,rap,trap,0.699,0.582,6,-6.393,1,0.142,0.0368,1.44e-06,0.114,0.429,159.985,152707
Molly Girl,14,15/4/2019,rap,trap,0.58,0.685,8,-6.794,1,0.249,0.00043,0,0.108,0.189,177.973,121348
im so sick of this,66,31/8/2017,rap,trap,0.719,0.387,10,-9.38,0,0.0643,0.891,0,0.114,0.17,135.064,234736
Alone,64,23/10/2016,rap,trap,0.742,0.355,2,-15.506,1,0.0814,0.654,0.703,0.384,0.037,120.018,254000
Save That Shit,80,15/8/2017,rap,trap,0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,231547
Nowadays (feat. Landon Cube),76,12/12/2017,rap,trap,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908
GRAVE,55,28/9/2018,rap,trap,0.706,0.677,10,-8.168,0,0.238,0.316,0,0.105,0.832,157.855,160000
Kill Yourself (Part III),77,21/9/2015,rap,trap,0.753,0.679,5,-7.092,0,0.0349,0.324,4.21e-05,0.423,0.19,105.977,145078
Look at Me Now,72,1/7/2017,rap,trap,0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,150000
i fucked up,68,25/9/2018,rap,trap,0.646,0.709,5,-6.005,0,0.0381,0.00925,0.000308,0.115,0.281,80.504,159150
Hostage,3,26/4/2019,rap,trap,0.699,0.39,6,-12.128,0,0.0755,0.39,0,0.106,0.51,160.059,131030
Save You,48,1/1/2019,rap,trap,0.62,0.59,5,-8.289,0,0.0497,0.342,0,0.0958,0.27,160.026,192000
Falling Down - Bonus Track,83,9/11/2018,rap,trap,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400
romance361,71,22/5/2019,rap,trap,0.713,0.632,1,-7.685,1,0.105,0.0589,1.44e-06,0.105,0.373,170.009,181290
Runnin' Thru The 7th With My Woadies,72,1/9/2015,rap,trap,0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,205766
hollow,6,10/5/2019,rap,trap,0.755,0.626,0,-5.924,0,0.265,0.102,0,0.114,0.726,80.976,130403
Love Me,13,30/11/2018,rap,trap,0.706,0.373,6,-12.61,0,0.31,0.637,0,0.0993,0.827,204.031,117726
Too Fast,37,20/5/2019,rap,trap,0.693,0.784,5,-8.187,0,0.0674,0.0979,1.1e-05,0.0872,0.53,159.975,240187
Empty,80,8/3/2019,rap,trap,0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557,248431
Death Note,67,7/6/2019,rap,trap,0.762,0.709,11,-5.333,1,0.337,0.141,0,0.0798,0.537,174.041,167520
No I in Team,67,13/9/2018,rap,trap,0.74,0.592,1,-5.003,0,0.0874,0.0166,0,0.275,0.373,140.12,181714
I,81,1/3/2019,rap,trap,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,181891
Yeah,44,9/1/2020,rap,trap,0.819,0.698,3,-7.784,0,0.166,0.0299,0,0.241,0.742,147.974,210608
Visão,24,17/1/2020,rap,trap,0.743,0.655,8,-4.409,1,0.121,0.405,1.11e-06,0.134,0.542,77.509,191516
7K,51,6/12/2019,rap,trap,0.478,0.655,3,-10.19,0,0.142,0.715,0.0188,0.11,0.0962,129.985,239077
Aquaman,43,10/1/2020,rap,trap,0.651,0.72,1,-7.984,1,0.0672,0.0695,0.000828,0.127,0.451,158.051,135202
Outra Vez,51,26/9/2019,rap,trap,0.9,0.491,1,-8.579,0,0.248,0.0484,0,0.255,0.578,129.979,181846
Rave,34,6/1/2020,rap,trap,0.82,0.527,11,-9.517,0,0.252,0.139,0,0.0904,0.797,115.07,144011
40 Graus,39,30/12/2019,rap,trap,0.756,0.53,7,-8.623,0,0.0896,0.541,0,0.11,0.362,129.927,213889
Bipolar,37,25/11/2019,rap,trap,0.897,0.445,6,-5.388,0,0.202,0.223,2.99e-05,0.174,0.255,118.049,158644
Vencemo,53,20/9/2019,rap,trap,0.879,0.42,11,-8.887,0,0.389,0.414,0,0.0812,0.362,99.01,193939
Padrões,42,18/12/2019,rap,trap,0.697,0.683,4,-7.332,0,0.185,0.0746,0,0.265,0.527,159.943,145164
Jogador Caro,30,10/1/2020,rap,trap,0.693,0.583,10,-9.701,0,0.213,0.811,6.11e-05,0.197,0.491,129.904,171692
Slow Mo 3,56,6/12/2019,rap,trap,0.643,0.529,1,-9.288,1,0.0421,0.269,0.0434,0.255,0.208,114.997,169058
Sāo Paulo,55,27/12/2019,rap,trap,0.761,0.748,5,-6.542,0,0.0724,0.155,0,0.111,0.695,150.122,174393
Trap Story,43,9/12/2019,rap,trap,0.864,0.673,8,-6.547,1,0.0933,0.0491,0.000345,0.299,0.378,116.65,143986
DXAVADIN,31,10/1/2020,rap,trap,0.741,0.58,8,-6.511,0,0.0871,0.173,6.01e-05,0.0813,0.587,120.052,148000
Slime Wave,36,31/12/2019,rap,trap,0.823,0.553,7,-11.552,0,0.169,0.291,0,0.153,0.77,109.989,164642
Data Limite,25,10/1/2020,rap,trap,0.792,0.506,7,-9.256,0,0.0986,0.378,0,0.119,0.155,120.155,144010
Tipo Baianinho de Mauá,20,15/1/2020,rap,trap,0.532,0.62,5,-3.8,0,0.0549,0.041,0,0.182,0.256,134.427,200458
Dama da Noite,36,21/12/2019,rap,trap,0.798,0.579,1,-5.983,1,0.537,0.664,0,0.109,0.733,124.619,182360
Carro Sport,35,20/12/2019,rap,trap,0.878,0.488,1,-8.445,1,0.0773,0.0729,0,0.0973,0.274,130.011,154192
Padrinhos Mágicos,42,29/11/2019,rap,trap,0.756,0.928,6,-5.233,1,0.138,0.0762,0,0.106,0.858,128.075,193345
Dripping,39,20/11/2019,rap,trap,0.639,0.384,10,-14.283,0,0.234,0.359,0,0.126,0.755,135.903,197693
O Quê Que Cê Tem,35,20/12/2019,rap,trap,0.739,0.536,6,-3.399,0,0.0299,0.49,0,0.121,0.0382,114.985,237913
Paris Café,34,30/11/2019,rap,trap,0.793,0.423,7,-8.165,1,0.469,0.247,0,0.0873,0.101,86.971,155866
Sabdoy,41,1/11/2019,rap,trap,0.645,0.594,0,-7.666,1,0.0418,0.0741,0.000831,0.068,0.32,103.029,145542
Telefone Ocupado,17,15/1/2020,rap,trap,0.76,0.403,1,-10.05,0,0.0514,0.46,1.39e-05,0.132,0.388,92.978,193871
Camarim,44,22/11/2019,rap,trap,0.756,0.71,4,-6.499,0,0.107,0.423,1.16e-05,0.1,0.46,117.064,182564
Nd Bem/Tudo Bem,34,13/12/2019,rap,trap,0.816,0.646,8,-8.104,1,0.0401,0.0934,0,0.0944,0.574,113.989,185567
Colar da Versace,45,27/11/2019,rap,trap,0.61,0.489,3,-9.703,0,0.0678,0.63,0,0.112,0.584,76.365,200784
Talvez Bem Mais,39,22/11/2019,rap,trap,0.75,0.696,8,-6.025,0,0.146,0.618,4.79e-05,0.15,0.65,149.943,205924
Carburando Ideias,38,20/12/2019,rap,trap,0.865,0.497,6,-7.251,1,0.0673,0.778,0.000105,0.0744,0.656,105.005,205714
Pistoleiro,45,28/11/2019,rap,trap,0.742,0.513,1,-7.399,0,0.0409,0.447,0,0.118,0.106,115.994,281638
MONEY MANIN,49,15/11/2019,rap,trap,0.723,0.667,9,-4.75,0,0.118,0.0362,0.00483,0.039,0.494,149.977,179200
Tudo por Causa de Mim,37,7/11/2019,rap,trap,0.756,0.831,4,-6.881,0,0.0666,0.0613,0,0.121,0.399,105.031,164583
O Chefe,40,29/11/2019,rap,trap,0.767,0.559,8,-8.467,0,0.359,0.234,0,0.122,0.539,74.501,159060
Timmy Turner,32,14/10/2019,rap,trap,0.786,0.575,9,-11.093,0,0.43,0.216,0,0.123,0.53,134.023,145119
Dubtrap,37,11/10/2019,rap,trap,0.77,0.506,6,-8.303,0,0.345,0.11,0,0.2,0.645,121.906,244000
Ela É Problema,27,10/1/2020,rap,trap,0.813,0.371,4,-10.093,0,0.261,0.396,0,0.0988,0.274,129.966,232334
Trap Girl,36,22/11/2019,rap,trap,0.587,0.626,5,-7.477,0,0.319,0.227,4.66e-06,0.113,0.402,154.929,204387
Legaliza,45,11/10/2019,rap,trap,0.835,0.446,1,-6.562,1,0.0713,0.22,0,0.076,0.261,128.1,274752
Bonnie Clyde,26,31/10/2019,rap,trap,0.874,0.303,5,-11.491,0,0.126,0.0793,5.41e-05,0.116,0.386,130.944,152129
Felix Felices,28,16/10/2019,rap,trap,0.83,0.719,1,-6.143,0,0.0772,0.0317,0,0.411,0.606,139.963,169714
Alone,20,13/5/2016,rap,trap,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803
The Hills - RL Grime Remix,51,6/11/2015,rap,trap,0.571,0.897,0,-2.463,0,0.0432,0.113,0.246,0.158,0.446,139.996,271067
Light,68,10/2/2017,rap,trap,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,239853
Sing Me to Sleep - Marshmello Remix,60,3/6/2016,rap,trap,0.62,0.893,4,-1.718,0,0.0436,0.0383,0.000304,0.159,0.16,101.089,192480
Loyal,57,30/11/2018,rap,trap,0.497,0.925,2,-4.489,1,0.0745,0.00523,0.781,0.222,0.262,139.961,207827
HyperParadise - Flume Remix,60,8/6/2012,rap,trap,0.603,0.827,6,-7.372,1,0.0714,0.0453,0.619,0.0833,0.311,144.992,268307
Indian Summer,53,26/2/2016,rap,trap,0.507,0.824,6,-2.501,1,0.0526,0.0246,0.0451,0.0848,0.0394,84.992,248480
Rollup - Baauer Remix,0,31/5/2013,rap,trap,0.602,0.97,8,-3.164,1,0.313,0.208,0.481,0.702,0.736,165.111,191053
Closer,5,29/1/2016,rap,trap,0.578,0.773,2,-3.662,0,0.0337,0.0015,0.0216,0.107,0.364,91.947,270533
Take Ü There (feat. Kiesza) - Zeds Dead Remix,43,23/12/2014,rap,trap,0.366,0.751,4,-3.845,0,0.041,0.241,0.000197,0.646,0.109,152.189,247895
Feel Good (feat. Daya),74,3/3/2017,rap,trap,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,248156
Dum Dee Dum - JiKay Remix,56,2/10/2015,rap,trap,0.781,0.854,11,-7.411,0,0.311,0.0159,0.0493,0.15,0.493,100.043,182387
Forget About Me,41,6/12/2019,rap,trap,0.554,0.938,0,-2.226,0,0.0719,0.364,0,0.129,0.439,136.051,225000
Closer - T-Mass Remix,47,23/9/2016,rap,trap,0.7,0.821,8,-4.338,1,0.0444,0.115,0,0.0796,0.608,94.952,247520
Mask Off - Marshmello Remix,64,16/6/2017,rap,trap,0.731,0.725,2,-5.21,1,0.249,0.00432,0,0.0556,0.351,149.963,179200
Mind (feat. Kai),65,24/2/2015,rap,trap,0.502,0.777,1,-4.627,1,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,242069
All Four Walls - Graves Remix,31,29/4/2016,rap,trap,0.719,0.918,5,-6.514,0,0.192,0.0774,0.0956,0.103,0.535,147.932,188883
Magic,53,8/7/2016,rap,trap,0.551,0.839,5,-2.461,0,0.0578,0.0241,0.00391,0.0874,0.314,141.976,290704
New Rules - Alison Wonderland Remix,53,25/8/2017,rap,trap,0.578,0.59,9,-6.162,0,0.0431,0.00721,0.00711,0.077,0.253,128.092,263404
Cherry Top,45,25/10/2019,rap,trap,0.929,0.716,1,-4.535,1,0.0371,0.399,0,0.0836,0.912,134.952,184111
Bird Machine,44,5/3/2013,rap,trap,0.719,0.668,7,-6.35,1,0.0479,0.000352,0.498,0.0851,0.166,99.995,198000
Don't Let Me Down - Illenium Remix,64,27/5/2016,rap,trap,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,218933
GUD VIBRATIONS,63,26/10/2016,rap,trap,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211
How Deep Is Your Love - DJ Snake Remix,45,28/8/2015,rap,trap,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,222400
Blame,59,5/1/2018,rap,trap,0.624,0.68,9,-7.285,0,0.0421,0.114,6.78e-05,0.0614,0.117,91.998,177152
Runaway (U & I) - Dillon Francis Remix,45,15/12/2014,rap,trap,0.487,0.867,10,-3.293,0,0.0543,0.00197,0.00602,0.0968,0.403,160.048,213000
Sinner,47,13/9/2019,rap,trap,0.714,0.702,3,-6.88,1,0.066,0.231,3.6e-06,0.118,0.575,83.018,153227
I Wanna Know,64,27/7/2018,rap,trap,0.432,0.85,10,-4.417,1,0.0771,0.501,6.59e-06,0.203,0.109,82.607,206727
Cold Water - Boombox Cartel Remix,31,9/9/2016,rap,trap,0.434,0.725,11,-7.075,0,0.098,0.0103,1.06e-06,0.329,0.253,174.091,227773
Purple Lamborghini (with Rick Ross),72,22/7/2016,rap,trap,0.457,0.899,10,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268,215510
Lean On (feat. MØ & DJ Snake) - CRNKN Remix,0,17/7/2015,rap,trap,0.752,0.707,8,-6.365,1,0.0512,0.124,0.0527,0.201,0.0839,100.011,204000
Thief,64,2/9/2016,rap,trap,0.57,0.797,6,-2.954,1,0.0609,0.00476,0.00833,0.11,0.212,149.926,239711
CoCo - Flosstradamus Remix,34,23/3/2015,rap,trap,0.85,0.581,0,-7.98,0,0.0497,0.00232,0.0267,0.386,0.528,130,221612
Flatline,53,6/12/2019,rap,trap,0.34,0.775,11,-4.832,0,0.0551,0.00547,0.000269,0.27,0.226,75.199,225877
I Want U,61,20/3/2015,rap,trap,0.606,0.829,1,-3.455,0,0.036,0.00172,5.43e-05,0.276,0.384,140.033,210017
Rushing Back - Petit Biscuit Remix,62,23/10/2019,rap,trap,0.62,0.6,0,-8.943,1,0.174,0.319,0.00458,0.0826,0.119,135.985,189491
DJ Turn It Up,69,15/10/2013,rap,trap,0.829,0.695,1,-5.561,1,0.0473,0.000956,0.178,0.112,0.369,102.018,211777
Revolution (Unlike Pluto Remix) [feat. Faustix & Imanos and Kai],39,8/6/2015,rap,trap,0.617,0.672,8,-3.624,1,0.0785,0.0152,5.32e-05,0.664,0.146,149.181,198121
MyBoi - TroyBoi Remix,71,9/3/2018,rap,trap,0.879,0.58,2,-4.797,1,0.0883,0.00626,0.0433,0.0653,0.312,92.004,211304
Nudies,49,18/10/2019,rap,trap,0.753,0.635,5,-5.34,1,0.101,0.0615,1.2e-06,0.122,0.542,161.977,165894
Bap U,59,7/10/2014,rap,trap,0.668,0.953,8,-1.784,0,0.0386,0.0193,0.000118,0.0834,0.254,100.001,168207
Ain't My Fault - R3hab Remix,61,7/10/2016,rap,trap,0.67,0.847,9,-3.723,1,0.043,0.0156,0,0.22,0.613,150.109,158773
Easy Go,45,4/11/2016,rap,trap,0.681,0.922,5,-3.592,1,0.0779,0.107,0.00167,0.0938,0.566,156.071,190912
Clarity - Brillz Remix,0,1/1/2013,rap,trap,0.667,0.858,5,-7.062,0,0.0533,0.017,0.00366,0.177,0.354,140.024,357480
The Drop,53,22/10/2013,rap,trap,0.689,0.88,0,-3.964,0,0.101,0.105,0.0283,0.447,0.528,170.039,229851
Secrets - Diplo Remix,0,10/7/2015,rap,trap,0.61,0.896,11,-3.414,0,0.0469,0.00847,0.726,0.322,0.618,145.974,205685
Blac Chyna,53,11/10/2019,rap,trap,0.666,0.649,6,-4.06,1,0.035,0.611,0,0.112,0.158,144.892,158897
Propaganda,55,5/8/2016,rap,trap,0.653,0.928,1,-3.937,1,0.0885,0.00213,0.601,0.649,0.239,150.025,249600
Heroes (we could be) - Branchez Remix,0,8/12/2014,rap,trap,0.659,0.483,5,-9.026,1,0.0318,0.517,4.17e-05,0.0903,0.314,122.087,204907
The Buzz (feat. Mataya & Young Tapz),57,28/8/2015,rap,trap,0.726,0.583,0,-6.434,0,0.23,0.334,0.00135,0.122,0.491,140.943,221787
Core,54,17/11/2014,rap,trap,0.532,0.949,0,-3.903,1,0.0544,0.00172,0.928,0.308,0.604,149.996,236800
Wild Thoughts - Medasin Dance Remix,53,21/7/2017,rap,trap,0.502,0.699,8,-5.516,1,0.167,0.161,0,0.0647,0.419,179.871,274670
Sunburn,63,15/8/2017,rap,trap,0.693,0.725,0,-7.297,0,0.0321,0.121,0.00278,0.214,0.447,105.961,226981
Evil Twin,38,15/11/2019,rap,trap,0.369,0.776,9,-6.068,0,0.115,0.00587,2.13e-05,0.0974,0.208,176.412,166364
Mine - Bazzi vs. Nitti Gritti Remix,36,29/8/2018,rap,trap,0.62,0.672,1,-5.508,0,0.233,0.0472,0,0.086,0.504,142.859,199156
Never Be Like You,65,27/5/2016,rap,trap,0.494,0.559,0,-5.445,1,0.0565,0.436,0,0.164,0.264,119.247,233337
Silence - Slushii Remix,49,12/10/2017,rap,trap,0.518,0.977,0,-2.781,1,0.0937,0.00983,0.00157,0.0632,0.269,149.964,194421
Sleepy Eyes,11,27/4/2018,rap,trap,0.608,0.736,6,-6.7,1,0.165,0.051,0,0.215,0.489,97.038,202887
Jackie Chan - Lookas Remix,30,31/8/2018,rap,trap,0.728,0.787,3,-5.163,0,0.0712,0.0184,0,0.086,0.418,140.064,219429
Better Not (with Wafia),73,26/10/2018,rap,trap,0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,222866
Triple Helix,63,1/11/2019,rap,trap,0.922,0.448,0,-9.197,0,0.309,0.231,0,0.246,0.233,130.017,142053
You & Me - Flume Remix,72,1/1/2014,rap,trap,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813
Can't Hide,59,12/8/2016,rap,trap,0.61,0.69,2,-2.656,0,0.091,0.0429,6.76e-05,0.166,0.318,179.944,184000
Colors - Audien Remix,59,22/4/2016,rap,trap,0.649,0.885,1,-2.012,1,0.106,0.0722,8.03e-05,0.101,0.719,134.932,270222
Let Me Love You - Marshmello Remix,0,2/12/2016,rap,trap,0.66,0.828,8,-3.139,1,0.039,0.0184,0,0.117,0.23,119.999,180013
Say It,57,27/5/2016,rap,trap,0.59,0.531,3,-6.828,0,0.0326,0.0704,3.01e-06,0.0623,0.266,75.114,262521
Stay High - Habits Remix,69,24/9/2014,rap,trap,0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,258387
Dinner with the Devil,44,8/11/2019,rap,trap,0.658,0.649,5,-6.523,0,0.224,0.132,2.41e-06,0.112,0.758,183.982,193045
Sweet Nothing - Diplo + Grandtheft Remix,38,7/12/2012,rap,trap,0.401,0.956,8,-2.186,0,0.06,0.308,0.0032,0.263,0.236,140.058,308787
Without Me - ILLENIUM Remix,66,30/11/2018,rap,trap,0.639,0.71,6,-3.358,1,0.0479,0.483,2.22e-06,0.219,0.373,136.004,248906
You - Brillz Remix,31,12/5/2014,rap,trap,0.551,0.848,1,-5.919,0,0.0486,0.134,0.0934,0.105,0.133,139.944,278053
Harlem Shake,62,12/2/2013,rap,trap,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664
Satisfaction - RL Grime Remix,0,31/5/2013,rap,trap,0.783,0.999,11,-1.876,1,0.268,0.129,0.446,0.306,0.132,145.02,259040
Soundclash,41,20/11/2015,rap,trap,0.686,0.969,11,-4.46,0,0.344,0.214,8.2e-06,0.337,0.789,155.003,199995
Self-love,43,8/11/2019,rap,trap,0.868,0.613,4,-8.997,0,0.12,0.0717,0.000185,0.0864,0.516,99.964,165600
It's All on U - T-Mass & LZRD Remix,61,16/12/2016,rap,trap,0.536,0.782,7,-4.139,0,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,204778
Spaceman - Carnage Festival Trap Remix,54,29/12/2012,rap,trap,0.712,0.497,11,-8.976,1,0.0777,0.0235,0.768,0.101,0.238,139.987,234160
Sunset Lover,72,10/11/2017,rap,trap,0.785,0.525,6,-7.556,1,0.042,0.669,0.439,0.114,0.251,90.853,238907
Jah No Partial - Yellow Claw & Yung Felix Remix,38,17/11/2013,rap,trap,0.562,0.723,6,-8.922,0,0.0335,0.00145,0.45,0.271,0.484,145.031,190380
I Like Tuh,49,30/10/2015,rap,trap,0.611,0.543,1,-5.288,0,0.0672,0.329,0,0.281,0.561,174.862,189000
I Like It - Dillon Francis Remix,59,22/6/2018,rap,trap,0.731,0.854,5,-4.635,0,0.149,0.00256,1.49e-05,0.386,0.651,150.163,219200
MadDog2020,34,15/11/2019,rap,trap,0.779,0.566,1,-7.869,0,0.0803,0.144,0,0.0954,0.38,137.966,178500
Beautiful Creatures (feat. MAX),64,21/9/2017,rap,trap,0.589,0.826,0,-4.577,0,0.0776,0.0663,0.000735,0.367,0.215,117.099,240508
Side Effects - Nolan van Lith Remix,36,25/7/2018,rap,trap,0.548,0.939,5,-4.024,1,0.0977,0.275,2.79e-06,0.0561,0.516,145.082,184160
Afterhours feat. Diplo & Nina Sky,60,18/9/2015,rap,trap,0.74,0.831,1,-3.828,1,0.0423,0.089,0,0.0837,0.357,91.026,275604
Tell Me,38,24/6/2014,rap,trap,0.593,0.966,5,-2.85,0,0.0512,0.249,0.489,0.0936,0.274,140.051,281143
Summer - Diplo & Grandtheft Remix,41,20/6/2014,rap,trap,0.731,0.96,11,-4.453,0,0.0714,0.00389,0.0322,0.00936,0.61,140.014,267253
Coming Over,62,14/8/2015,rap,trap,0.631,0.661,5,-5.5,0,0.0999,0.227,1.43e-06,0.166,0.698,174.031,178333
It's Mine,33,15/11/2019,rap,trap,0.901,0.51,9,-8.489,1,0.181,0.442,0.000215,0.0847,0.45,131.021,176606
UCLA,73,27/7/2018,rap,trap,0.536,0.879,1,-3.019,1,0.0621,0.0742,0,0.0847,0.334,140.137,192000
Something About You - ODESZA Remix,63,21/8/2015,rap,trap,0.705,0.674,11,-8.432,0,0.04,0.0184,0.0149,0.138,0.103,105,343800
Like A Bitch - Extended Mix,53,11/3/2016,rap,trap,0.592,0.988,6,-0.846,1,0.0997,0.000767,0.707,0.0847,0.268,149.985,264000
Original Don (feat. The Partysquad) [Flosstradamus Remix],35,19/10/2018,rap,trap,0.786,0.984,7,-3.517,1,0.101,0.0473,0.387,0.517,0.578,135.039,234380
Keep It 100,48,10/6/2014,rap,trap,0.623,0.947,1,-3.347,1,0.25,0.00598,0.788,0.279,0.457,164.029,214138
Fortress - Just A Gent Remix,54,16/12/2016,rap,trap,0.6,0.76,5,-4.964,1,0.262,0.0842,0.000125,0.237,0.421,129.896,227087
Clicced,31,15/11/2019,rap,trap,0.844,0.668,5,-6.888,0,0.177,0.111,2.68e-06,0.169,0.486,140.034,178320
Apollo,44,7/7/2015,rap,trap,0.69,0.74,8,-5.509,0,0.0741,0.111,0.807,0.0899,0.363,144.935,268138
Limelight (NGHTMRE Remix),60,12/10/2015,rap,trap,0.574,0.576,1,-8.267,1,0.0446,0.0579,0.00147,0.208,0.287,145.094,254897
Higher Ground,55,23/7/2012,rap,trap,0.711,0.761,6,-7.267,1,0.233,0.598,0.127,0.134,0.526,160.738,199343
Otra Más,42,28/6/2019,rap,trap,0.663,0.583,9,-4.339,0,0.179,0.452,2.4e-06,0.0866,0.325,151.971,208421
Blood - Remix,65,22/11/2019,rap,trap,0.779,0.75,0,-6.411,1,0.163,0.138,1.35e-05,0.106,0.432,159.925,276004
Estrellas de Rock,32,6/12/2019,rap,trap,0.904,0.56,8,-6.808,0,0.0746,0.158,0.0072,0.106,0.266,133.026,205019
Contáme,25,19/12/2019,rap,trap,0.784,0.598,2,-8.736,1,0.322,0.0497,0.00232,0.11,0.552,175.98,135682
Agradable - Remix,45,3/1/2020,rap,trap,0.84,0.577,1,-10.368,1,0.424,0.09,0,0.0438,0.768,122.942,282000
Dubai,56,10/1/2020,rap,trap,0.782,0.639,3,-8.693,0,0.167,0.115,0,0.125,0.845,100.035,157732
Playgirl,14,11/1/2020,rap,trap,0.731,0.391,2,-16.035,1,0.271,0.68,0.0625,0.1,0.27,154.93,173455
Impala,62,22/11/2019,rap,trap,0.788,0.595,2,-8.01,1,0.0832,0.339,0,0.0941,0.628,81.97,250583
DANI: Bzrp Freestyle Sessions, Vol. 7,71,7/11/2019,rap,trap,0.924,0.622,0,-6.824,1,0.233,0.0995,0,0.0971,0.74,130.063,137365
OUKE,9,22/3/2019,rap,trap,0.686,0.695,10,-6.087,0,0.174,0.44,6.37e-06,0.314,0.541,140.25,178264
24K,63,6/9/2019,rap,trap,0.81,0.833,1,-6.832,1,0.125,0.253,0.00576,0.216,0.907,138.955,123808
CANGURO,76,9/8/2019,rap,trap,0.602,0.751,1,-4.358,1,0.327,0.173,0,0.667,0.934,163.874,196745
John C: Bzrp Music Sessions, Vol. 18,75,20/11/2019,rap,trap,0.698,0.714,11,-6.178,1,0.367,0.368,0,0.0824,0.864,112.856,133692
Solo Contigo,25,4/12/2019,rap,trap,0.813,0.565,0,-8.692,1,0.106,0.736,0,0.125,0.49,99.984,213000
Todo Arde,25,20/12/2019,rap,trap,0.561,0.559,7,-10.819,0,0.129,0.103,0,0.0926,0.123,116.418,232389
Vuelta a la Luna - Remix,59,19/4/2019,rap,trap,0.437,0.81,10,-7.004,0,0.0518,0.186,0,0.371,0.315,137.542,301647
Frijo: Bzrp Music Sessions, Vol. 10,50,21/7/2019,rap,trap,0.851,0.599,8,-5.347,1,0.0985,0.258,0,0.179,0.668,99.981,130912
Paranoia,54,26/8/2019,rap,trap,0.831,0.583,5,-7.156,0,0.146,0.0783,1.3e-06,0.116,0.656,119.967,194940
Por Eso Vine,77,23/5/2019,rap,trap,0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534
Draco,53,6/4/2019,rap,trap,0.964,0.494,10,-9,1,0.258,0.454,0.0088,0.0792,0.509,120.006,154021
Forever Alone,68,13/2/2019,rap,trap,0.864,0.426,7,-8.392,0,0.0561,0.498,0.000228,0.145,0.477,129.954,215963
Vapormax,0,19/3/2019,rap,trap,0.911,0.664,10,-8.514,0,0.0777,0.0291,0,0.129,0.8,125.972,112381
Ferrari,2,15/6/2018,rap,trap,0.707,0.756,8,-5.696,1,0.0415,0.5,3.78e-06,0.108,0.543,153.499,181322
No Lo Entiendo,63,24/1/2019,rap,trap,0.87,0.542,2,-6.959,1,0.0397,0.248,7.74e-05,0.112,0.323,105.03,176018
Pocas Horas,0,28/12/2018,rap,trap,0.79,0.543,5,-7.587,0,0.0911,0.377,0,0.112,0.768,140.108,199719
Homerun (Intro),68,23/5/2019,rap,trap,0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505
Sol y Luna,61,24/6/2019,rap,trap,0.715,0.729,7,-4.633,0,0.146,0.178,0,0.223,0.294,106.657,163621
Tal Vez,78,3/4/2019,rap,trap,0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483
BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso),42,20/4/2019,rap,trap,0.741,0.594,1,-5.949,1,0.0604,0.118,0.0206,0.14,0.348,84.493,153373
Dame Más,0,5/1/2019,rap,trap,0.818,0.596,0,-5.683,1,0.32,0.128,0,0.101,0.407,176.044,133466
Makina de Armado,1,12/2/2019,rap,trap,0.767,0.931,1,-0.482,1,0.0487,0.285,6.07e-06,0.0503,0.902,100.015,126641
Pa Mí - Remix,18,7/2/2019,rap,trap,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960
Pistola II,8,18/1/2019,rap,trap,0.716,0.614,5,-9.761,1,0.044,0.011,0,0.103,0.247,100.044,172806
